"","targetMaterialColumn","dataset","BLMM_material","model","intercept","slope"
"1","Mollusk","Full",NA,"York",0.11027183124316,0.0429012460869378
"2","Mollusk","Full",NA,"York",0.140461174759494,0.0408264637593067
"3","Mollusk","Full",NA,"York",0.109111239055122,0.0435471459154785
"4","Mollusk","Full",NA,"York",0.0934018886546151,0.0444570209713572
"5","Mollusk","Full",NA,"York",0.0964693802587754,0.0443053715456262
"6","Mollusk","Full",NA,"York",0.148480337415322,0.0402623892401852
"7","Mollusk","Full",NA,"York",0.123486214502672,0.0420731182111397
"8","Mollusk","Full",NA,"York",0.12100671632267,0.0421378415501438
"9","Mollusk","Full",NA,"York",0.13519237130856,0.0410153907819604
"10","Mollusk","Full",NA,"York",0.131215169148222,0.0417972833971808
"11","Mollusk","Full",NA,"York",0.127908427046608,0.041784297314084
"12","Mollusk","Full",NA,"York",0.141016601969462,0.0404792771671634
"13","Mollusk","Full",NA,"York",0.103694166296998,0.0438374868622099
"14","Mollusk","Full",NA,"York",0.136729986481806,0.0407810715651965
"15","Mollusk","Full",NA,"York",0.10780821301919,0.0431314743655907
"16","Mollusk","Full",NA,"York",0.152991566830774,0.039641946889275
"17","Mollusk","Full",NA,"York",0.144931601724604,0.0403310173130947
"18","Mollusk","Full",NA,"York",0.101793439297546,0.0436080727694422
"19","Mollusk","Full",NA,"York",0.127627606501417,0.0414589381916804
"20","Mollusk","Full",NA,"York",0.127119949202803,0.0415636675583528
"21","Mollusk","Full",NA,"York",0.132117200571754,0.0413515356040048
"22","Mollusk","Full",NA,"York",0.111146818148564,0.0432872727756604
"23","Mollusk","Full",NA,"York",0.12059894742747,0.0423182580973162
"24","Mollusk","Full",NA,"York",0.155353492423384,0.0393601746925245
"25","Mollusk","Full",NA,"York",0.143239441746234,0.0405062151341948
"26","Mollusk","Full",NA,"York",0.166785046599746,0.0385201458285356
"27","Mollusk","Full",NA,"York",0.118526072407063,0.0423241056997236
"28","Mollusk","Full",NA,"York",0.119293162838976,0.0422513039709766
"29","Mollusk","Full",NA,"York",0.109122272157847,0.0431640206095188
"30","Mollusk","Full",NA,"York",0.130132000716632,0.0414886024833945
"31","Mollusk","Full",NA,"York",0.134606933916699,0.0409288401485789
"32","Mollusk","Full",NA,"York",0.132466006261279,0.0411762033799658
"33","Mollusk","Full",NA,"York",0.0983638241811932,0.0441144377687674
"34","Mollusk","Full",NA,"York",0.102962638036928,0.0435842769331178
"35","Mollusk","Full",NA,"York",0.126490970371784,0.0416505866597478
"36","Mollusk","Full",NA,"York",0.130784418062558,0.0414651346506483
"37","Mollusk","Full",NA,"York",0.103935517426778,0.0437870771984767
"38","Mollusk","Full",NA,"York",0.126790385290523,0.0414097950643417
"39","Mollusk","Full",NA,"York",0.109214899373694,0.0432392180107147
"40","Mollusk","Full",NA,"York",0.124666417331571,0.0417556491960146
"41","Mollusk","Full",NA,"York",0.131104818392334,0.0411235290880364
"42","Mollusk","Full",NA,"York",0.120684236773766,0.0422443102243152
"43","Mollusk","Full",NA,"York",0.135652971028903,0.0412375181958026
"44","Mollusk","Full",NA,"York",0.110103907842362,0.0432200772572158
"45","Mollusk","Full",NA,"York",0.11372421765261,0.0429644296019637
"46","Mollusk","Full",NA,"York",0.115415368415785,0.0426874058767493
"47","Mollusk","Full",NA,"York",0.113147434955724,0.0427538393811157
"48","Mollusk","Full",NA,"York",0.120244401844916,0.0423323796532937
"49","Mollusk","Full",NA,"York",0.142408694637539,0.0402541720616273
"50","Mollusk","Full",NA,"York",0.146574511298208,0.040482190148144
"51","Mollusk","Full",NA,"York",0.142918821003007,0.0406125193575545
"52","Mollusk","Full",NA,"York",0.0990578266234911,0.0440019765971189
"53","Mollusk","Full",NA,"York",0.128502124593978,0.0412607856768673
"54","Mollusk","Full",NA,"York",0.13070423939606,0.041424603894748
"55","Mollusk","Full",NA,"York",0.118612592378021,0.0423025088198767
"56","Mollusk","Full",NA,"York",0.154957481622623,0.0397093093430157
"57","Mollusk","Full",NA,"York",0.105435431509997,0.0435195037834863
"58","Mollusk","Full",NA,"York",0.131260308787962,0.0415281818239278
"59","Mollusk","Full",NA,"York",0.133496776276098,0.0412525745467633
"60","Mollusk","Full",NA,"York",0.110032095809168,0.0431292521476921
