"","Material","Freq","Dataset","model","meanBeta","sdBeta","meanAlpha","sdAlpha"
"1","Caltech",118,"Full","BLM3",0.037627650665197,0.001817001984001,0.175987450053458,0.021133376876427
"2","Caltech",118,"subsets","Deming",0.0395205813772763,0.00200542582804416,0.154561406871219,0.0226128353512891
"3","Caltech",118,"subsets","BLM1_fit_NoErrors",0.03773117073572,0.00215832656433236,0.174741991936196,0.0250757327540964
"4","Caltech",118,"subsets","York",0.0394487679158723,0.00220805431485318,0.155258150857589,0.0249137108047259
"5","Caltech",118,"subsets","BLM1_fit",0.0419463192435634,0.00439099516454992,0.125989338128225,0.0508932848972828
"6","Caltech",118,"subsets","Weighted",0.0379511084528638,0.00200509079221392,0.172258911602074,0.0227952826627463
"7","Caltech",118,"subsets","BLM3",0.0377027253502548,0.00211859075454851,0.175087676333563,0.0245543092891439
"8","Caltech",118,"subsets","LM",0.0377094788976787,0.00178340998439198,0.17499841210962,0.0205718889710439
"9","Cambridge",25,"Full","BLM3",0.034974366013791,0.00489607942869672,0.199271988519396,0.058892880256531
"10","Cambridge",25,"subsets","BLM1_fit_NoErrors",0.0352027187361694,0.0033467095702301,0.196546516001956,0.0402232419171799
"11","Cambridge",25,"subsets","York",0.0389067465091653,0.00377922374469383,0.15246858656369,0.0455098005177529
"12","Cambridge",25,"subsets","LM",0.0343450339633993,0.00324986579764371,0.206601323876265,0.0384457398279918
"13","Cambridge",25,"subsets","BLM3",0.0349934275773973,0.00331968970839324,0.19910751909865,0.039950064333578
"14","Cambridge",25,"subsets","BLM1_fit",-0.410982870588849,1.27626144273937,1.734334797593,4.05049624068981
"15","Cambridge",25,"subsets","Weighted",0.034028507851612,0.0023086963491798,0.210149984879476,0.0268547537005239
"16","Cambridge",25,"subsets","Deming",0.0382326645673571,0.00368292553165619,0.160405096506013,0.0441265095698483
"17","CAS",11,"subsets","BLM1_fit_NoErrors",0.0245515938938576,0.0125499494279823,0.308951352696942,0.141633764824294
"18","CAS",11,"subsets","BLM1_fit",0.453895812606779,0.634801347741522,-4.53364607331682,7.14536622396842
"19","CAS",11,"subsets","Deming",0.0280497103817353,0.0121709730264142,0.263257887015555,0.140103045417355
"20","CAS",11,"subsets","York",0.0273927678216253,0.0112642279365157,0.271233708176993,0.129754729330114
"21","CAS",11,"subsets","LM",0.0220800891535259,0.00850409881942834,0.336694719402871,0.0961449608284287
"22","CAS",11,"Full","BLM3",0.0246858471261671,0.0138468325305305,0.307359218791002,0.156169455573536
"23","CAS",11,"subsets","Weighted",0.0247332839162162,0.00945095592523969,0.305500993639839,0.1078993556488
"24","CAS",11,"subsets","BLM3",0.0247411300974236,0.0116875877538512,0.306735285579955,0.131889263161843
"25","ETH",67,"subsets","BLM1_fit_NoErrors",0.0402271767310484,0.0010662665417519,0.132364732989326,0.0101308333398857
"26","ETH",67,"subsets","BLM1_fit",0.0410722452306896,0.00114671000695008,0.124492579233885,0.010855116640392
"27","ETH",67,"subsets","York",0.0414484418224885,0.00171343382727964,0.124674549925638,0.0172795937315045
"28","ETH",67,"Full","BLM3",0.0402296855757932,0.000662703783821152,0.132271915558835,0.00625034308785813
"29","ETH",67,"subsets","Deming",0.0414353560987689,0.00152071736949338,0.123697380779131,0.0156186625918319
"30","ETH",67,"subsets","LM",0.0404303816250587,0.00142954178748396,0.130688592826118,0.0140906822218313
"31","ETH",67,"subsets","Weighted",0.0401837033271067,0.00129980871003229,0.132648910142608,0.0130842806634266
"32","ETH",67,"subsets","BLM3",0.0402294222941698,0.00104547092309972,0.132268594930576,0.00988134810678356
"33","GeoSurveyCanada",48,"subsets","BLM1_fit_NoErrors",0.0388166573503758,0.00130735658698514,0.1470300091706,0.0107461585928971
"34","GeoSurveyCanada",48,"subsets","BLM1_fit",0.0397111262559331,0.00153631895374477,0.140390430256841,0.0127483949015134
"35","GeoSurveyCanada",48,"subsets","LM",0.0389855189509105,0.00109074392927156,0.145539293368156,0.00981641213261863
"36","GeoSurveyCanada",48,"subsets","York",0.0379005369199861,0.000903979438547088,0.153047173982241,0.00806622743205562
"37","GeoSurveyCanada",48,"subsets","Deming",0.037828810976915,0.00100332484440128,0.152600995694219,0.00868875710547875
"38","GeoSurveyCanada",48,"Full","BLM3",0.0388175445066621,0.000811654905600514,0.147068425833265,0.00660003403601449
"39","GeoSurveyCanada",48,"subsets","Weighted",0.0392771539521123,0.00171224108209006,0.143218696204963,0.0128993094859012
"40","GeoSurveyCanada",48,"subsets","BLM3",0.0388164986739212,0.00130374985726456,0.147009365818972,0.0107164122538482
"41","Goethe",25,"subsets","BLM1_fit_NoErrors",0.0391645313794383,0.000646894044944592,0.159021774517547,0.00642452034194576
"42","Goethe",25,"subsets","York",0.0396327307063995,0.000374334636818832,0.157957198701844,0.00336642760690996
"43","Goethe",25,"subsets","Deming",0.0396254911164887,0.000897888713287753,0.158394350985331,0.00985968843720916
"44","Goethe",25,"subsets","Weighted",0.0392165748073644,0.00060036023581553,0.158438352739724,0.00593596397810814
"45","Goethe",25,"subsets","BLM1_fit",0.0392122905263114,0.000667677240432392,0.158409000508809,0.00646644160079003
"46","Goethe",25,"subsets","BLM3",0.0391340725128307,0.000636290407804864,0.159414517997174,0.00620082231710806
"47","Goethe",25,"Full","BLM3",0.0391192873620793,0.000848710982111617,0.159549247368652,0.0082947877001834
"48","Goethe",25,"subsets","LM",0.0390398942861172,0.0005624085603549,0.160388364198902,0.0055609189335795
"49","ImperialCollegeLondon",58,"Full","BLM3",0.0433769970300162,0.000993478218772794,0.129936737172591,0.010217362886707
"50","ImperialCollegeLondon",58,"subsets","BLM1_fit_NoErrors",0.0434152947497146,0.00120976505373678,0.129614557637297,0.0124608951035104
"51","ImperialCollegeLondon",58,"subsets","Deming",0.0476254583054034,0.00271837776886474,0.0699548009437305,0.0327395924348136
"52","ImperialCollegeLondon",58,"subsets","BLM3",0.0433790104499995,0.00118131233562546,0.130096325862327,0.0121059317983826
"53","ImperialCollegeLondon",58,"subsets","Weighted",0.0424975014048788,0.00172292932911041,0.138115290303607,0.0157582670234532
"54","ImperialCollegeLondon",58,"subsets","BLM1_fit",0.0441261373270336,0.00142108733905926,0.12275748888118,0.0144050240651992
"55","ImperialCollegeLondon",58,"subsets","LM",0.0433834127498146,0.00114573565617669,0.129659243085809,0.010291413941459
"56","ImperialCollegeLondon",58,"subsets","York",0.0471773401772495,0.00282683246956753,0.072897688379946,0.0319482477103998
"57","IPGP",11,"subsets","Deming",0.0326089357121115,0.00391606236796645,0.242719609293378,0.0469067474166428
"58","IPGP",11,"subsets","BLM1_fit_NoErrors",0.0334073931404284,0.00416321211708697,0.234087639217395,0.0501863312137615
"59","IPGP",11,"Full","BLM3",0.0328589220528109,0.0121048736803837,0.240719425553919,0.145900659776444
"60","IPGP",11,"subsets","York",0.0326873874764429,0.00320090354430873,0.241185577490604,0.038614299452059
"61","IPGP",11,"subsets","LM",0.0335137087690788,0.00309398957648327,0.233004959784808,0.0378477839933733
"62","IPGP",11,"subsets","BLM3",0.0332934241823763,0.00473524313820103,0.235512861594263,0.0571361432691126
"63","IPGP",11,"subsets","Weighted",0.0328633985037292,0.003641681764141,0.240661928152777,0.0445074453688421
"64","IPGP",11,"subsets","BLM1_fit",0.0356827840165416,0.00606514643768631,0.206575957289429,0.0731004356388452
"65","IPSL",27,"subsets","Deming",0.0411000191767064,0.00304932414516643,0.136102160854721,0.0366274163064689
"66","IPSL",27,"subsets","BLM1_fit_NoErrors",0.0407073450851272,0.00201873647828042,0.141125736002773,0.0243877913247786
"67","IPSL",27,"Full","BLM3",0.0406546525683866,0.00625552794762792,0.141784370106033,0.0755637543790251
"68","IPSL",27,"subsets","Weighted",0.0412531685316587,0.00234853695021259,0.134623737693007,0.0284647109556177
"69","IPSL",27,"subsets","York",0.0409243176268502,0.00290964187811752,0.138185107151092,0.0347553558182886
"70","IPSL",27,"subsets","BLM1_fit",0.0419969252935166,0.00222801492231826,0.125537890153297,0.0269486782234317
"71","IPSL",27,"subsets","BLM3",0.0406819632114882,0.00209141532713673,0.141473637747851,0.0252483227477652
"72","IPSL",27,"subsets","LM",0.0414180303261163,0.00208706011887284,0.132855730696977,0.0253541870378091
"73","JohnsHopkins",55,"subsets","BLM1_fit_NoErrors",0.0375624629328184,0.000666191771431901,0.17178621347942,0.00789733830988714
"74","JohnsHopkins",55,"subsets","BLM1_fit",0.234539677741807,0.370386535035265,-1.96009392935574,4.00937679200068
"75","JohnsHopkins",55,"subsets","Deming",0.038965779737459,0.000650086906819618,0.162936295526675,0.00661160737473349
"76","JohnsHopkins",55,"subsets","BLM3",0.0375715442005044,0.000670353995698422,0.171592571411638,0.00792410270443099
"77","JohnsHopkins",55,"Full","BLM3",0.0375965635695471,0.000674908977586357,0.171416640026031,0.00798134916043763
