"","Material","Freq","Model","elpd_diff","se_diff"
"1","Foraminifera",232,"BLM3",-15342.4266571016,87.1089901864611
"2","Foraminifera",232,"BLM1_E",-155419.586859336,928.983337925428
"3","Foraminifera",232,"BLM1_NE",0,0
"4","Synthetic Calcite",115,"BLM1_E",-2737.30917829431,35.9435000761737
"5","Synthetic Calcite",115,"BLM3",0,0
"6","Synthetic Calcite",115,"BLM1_NE",-208.124922633128,5.06709691343074
"7","Full",347,"BLM1_NE",0,0
"8","Full",347,"BLM3",-8329.65379269841,55.4402747583936
"9","Full",347,"BLM1_E",-44057.1373523311,280.572018764935
