"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Mineralogy","Full",-9316.73039593314,-4071.69220214677,-9340.76096499049
"2","Mineralogy","4",-338.962017115941,-202.11162783963,-338.989226297856
"3","Mineralogy","1",-1177.15596948277,-734.029021705283,-1177.1406476225
"4","Mineralogy","3",-7384.68930711048,-3007.37351504244,-7384.63694382633
"5","Mineralogy","5",-196.882109099565,-120.431209523389,-196.764931978853
"6","Mineralogy","2",-240.076141275852,-182.432167635659,-239.774110624061
