"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","MarineMetazoa","Full",-9636.95010388261,-4208.91372126069,-9635.56404139529
"2","MarineMetazoa","2",-8347.55383040563,-3587.36512611944,-8348.11042475095
"3","MarineMetazoa","1",-1286.68062334112,-662.79068719371,-1286.62010149658
