"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","NaturalSynthetic","Full",-9822.34008815078,-4350.57494876313,-9822.28033658557
"2","NaturalSynthetic","1",-6910.9862849011,-3059.619509166,-6910.95546260661
"3","NaturalSynthetic","2",-2913.65880964919,-1303.30219194188,-2913.64963025765
