"","targetColumns","Dataset","Model","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","Material"
"1","Forams","Full","BLM1_fit",0.154844822030124,0.00313940625738171,0.148671603794679,0.152722979355881,0.154776560961154,0.156987014360956,0.161157438247316,1.0037996886458,610,NA
"2","Forams","Full","BLM1_fit",0.039220049097497,0.000279244736317658,0.0386759251331458,0.0390239601221771,0.0392251391896194,0.0394084100354949,0.0397682455007728,1.00268085880319,920,NA
"3","Forams","Full","BLM1_fit",-9824.16815098066,56.1575746205727,-9932.89662409043,-9861.90971540087,-9824.52442821792,-9788.22435477096,-9709.65888825856,1.00241532084654,1000,NA
"4","Forams","Full","BLM1_fit",3849.5260512696,246.898901999393,3380.14911904405,3683.01016888678,3841.86111588889,4006.87248059467,4366.19677171257,1.00079199260992,3000,NA
"5","Forams","Full","BLM1_fit_NoErrors",0.152091870634059,0.00315734033250841,0.145773953114423,0.149986789264443,0.152071908794118,0.15421844924883,0.158151904369124,1.00088113199716,3000,NA
"6","Forams","Full","BLM1_fit_NoErrors",0.0394475988885272,0.000281553884755309,0.0388966828063086,0.0392576619823408,0.0394477953531315,0.039635896016149,0.0400198911943125,1.00111018369331,3000,NA
"7","Forams","Full","BLM1_fit_NoErrors",-4350.49336862753,2.49355237184482,-4353.33087126747,-4352.35481294921,-4351.13685597228,-4349.26000364168,-4343.93069781039,1.00138700949918,2300,NA
"8","Forams","Full","BLM1_fit_NoErrors",2705.15222206862,133.578436843785,2449.35351195851,2611.95271399571,2702.43583635886,2795.26790476915,2973.59644865732,1.00075503487874,3000,NA
"9","Forams","Full","BLM3_fit",0.141622986300805,0.0239860693351388,0.095301217912594,0.124398782585431,0.141629064370886,0.158010319914663,0.189234993012416,1.0039926763967,1100,NA
"10","Forams","Full","BLM3_fit",0.153498708981439,0.0030731449931705,0.147523763998651,0.151463943631946,0.153452239544553,0.155564350282653,0.159623746745096,1.00108134631494,3000,NA
"11","Forams","Full","BLM3_fit",0.0399616870843456,0.00201499853591487,0.0359311341596569,0.0386027693429831,0.0399583189968135,0.0414055174112083,0.0438197651411262,1.00825811346019,720,NA
"12","Forams","Full","BLM3_fit",0.0395098528038702,0.000280148509626469,0.0389483569164262,0.0393226740569538,0.0395099277983551,0.0396997085044799,0.0400551816703071,1.00077674190973,3000,NA
"13","Forams","Full","BLM3_fit",0.995815636056138,0.00673566453052068,0.97356083435841,0.995977793812061,0.998864239164296,0.999477351583738,0.999704713141798,1.00061044245148,3000,NA
"14","Forams","Full","BLM3_fit",-9820.05708264557,55.530844471336,-9926.35861237745,-9857.41594925921,-9820.89560780027,-9783.26237405974,-9709.13980302023,1.00058228784101,3000,NA
"15","Forams","Full","BLM3_fit",0.141508447512482,0.227623037481659,0.0101279419418799,0.0177626972368342,0.0386962003220434,0.135979505918847,0.903487836841023,1.00082298433333,3000,NA
"16","Forams","Full","BLM3_fit",3978.13498659184,259.354304243044,3493.70021857467,3803.33252725204,3967.87130273607,4144.58234749635,4512.38801506629,1.00217368048962,1200,NA
"17","Forams","Subsets","BLM1_fit",0.15326251601068,0.00331971040569963,0.146533063365129,0.151092154311055,0.153233014205283,0.155536052366634,0.1598075572049,1.0010094570559,3000,"2"
"18","Forams","Subsets","BLM1_fit",0.0395253650186737,0.000302071170717441,0.0389276996463415,0.0393239783279957,0.0395249970815571,0.0397255438183969,0.0401103041483327,1.00136498573282,2300,"2"
"19","Forams","Subsets","BLM1_fit",-6338.90545785668,48.3879745845112,-6433.58470351346,-6370.81902889625,-6340.30687305341,-6307.17645825341,-6239.09726156184,1.00161945518739,1800,"2"
"20","Forams","Subsets","BLM1_fit",3446.77250885737,260.542792415813,2970.63077618323,3265.12712442668,3441.75299015143,3621.47812902824,3987.0742630347,1.00076880176911,3000,"2"
"21","Forams","Subsets","BLM1_fit_NoErrors",0.15089914047522,0.00337558004828035,0.144109059772897,0.148609824760006,0.150909462786335,0.153238492894186,0.15757178839352,1.00190986073977,1400,"2"
"22","Forams","Subsets","BLM1_fit_NoErrors",0.0396841652434453,0.000309057628505875,0.0390805911995975,0.0394732661070642,0.039684201309175,0.0398953716627191,0.0402860774555938,1.00220386982223,1200,"2"
"23","Forams","Subsets","BLM1_fit_NoErrors",-3106.60742823469,2.45561372241338,-3109.42031939952,-3108.36724888962,-3107.25944890721,-3105.53689235377,-3100.21937514146,1.00244951805503,3000,"2"
"24","Forams","Subsets","BLM1_fit_NoErrors",2458.3155247532,137.82280497123,2193.99349076335,2364.62772544992,2455.93342703361,2549.16883722387,2730.69793118936,1.00098729624379,3000,"2"
"25","Forams","Subsets","BLM3_fit",0.153512651248027,0.00318079309250389,0.147270135362085,0.151327205873677,0.153542847817766,0.155690393699147,0.159753004114967,1.00154286643185,1900,"2"
"26","Forams","Subsets","BLM3_fit",0.0395050487334735,0.000291760229731269,0.0389203298766037,0.0393076260216077,0.0395044607533298,0.0397096070101292,0.0400750947096834,1.00168288576313,1700,"2"
"27","Forams","Subsets","BLM3_fit",0.996166422661069,0.00633531677408206,0.975710238185673,0.996562621324459,0.999000820427818,0.999546251287287,0.999735611715685,1.00098277293902,3000,"2"
"28","Forams","Subsets","BLM3_fit",-6339.04909960504,48.2883812993401,-6435.36814096901,-6371.43010762904,-6339.02824996007,-6307.3223671899,-6244.78413867191,1.00173202515469,1600,"2"
"29","Forams","Subsets","BLM3_fit",0.143735065595593,0.236208813958652,0.0101605935772633,0.0168186601231126,0.0378063615136828,0.128681585483077,0.915699554519223,1.00077204154599,3000,"2"
