"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Lake","Full",-9822.02334566705,-4350.57236506587,-9823.05611131991
"2","Lake","2",-9140.70310804985,-3915.48258533092,-9140.92870575029
"3","Lake","1",-682.061735123037,-445.65099387664,-681.910647348356
