"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Mineralogy","Full",-9502.0737239905,-4213.12988791658,-9527.46665431151
"2","Mineralogy","4",-338.945635781683,-202.09318191099,-338.938799756319
"3","Mineralogy","1",-1177.14019877716,-734.051459174057,-1177.24261386727
"4","Mineralogy","3",-7570.99992953028,-3151.07165799744,-7570.82833889253
"5","Mineralogy","5",-196.930126079032,-120.417841204998,-196.989807520601
"6","Mineralogy","2",-240.072323039211,-182.421828377637,-240.083919541401
