"","Material","Freq","Model","elpd_diff","se_diff"
"1","Natural",585,"BLM3",0,0
"2","Natural",585,"BLM1_NE",-2036.13110557453,2.97301500256075
"3","Natural",585,"BLM1_E",-69075.7902629753,377.509260440771
"4","Synthetic",269,"BLM1_NE",0,0
"5","Synthetic",269,"BLM3",-295.440319821874,11.748426110216
"6","Synthetic",269,"BLM1_E",-4349.91377896381,113.273696910923
"7","Full",2562,"BLM1_NE",0,0
"8","Full",2562,"BLM3",-17493.8569422028,139.812979130589
"9","Full",2562,"BLM1_E",-40532.5215146977,355.193173773215
