"","targetColumns.y","Dataset","model","meanBeta","sdBeta","meanAlpha","sdAlpha"
"17","NaturalSynthetic","Full","BLM1_fit",0.0392064924455453,0.000279581142487886,0.154938642223345,0.00312617513294194
"18","NaturalSynthetic","Full","BLM1_fit_NoErrors",0.0393904282981536,0.000287630843274646,0.152381352141298,0.00322750557025139
"19","NaturalSynthetic","Full","Weighted",0.0393001687753878,0.000315002123980832,0.153382213072764,0.0035316281106693
"20","NaturalSynthetic","Full","York",0.0390652793858987,0.000469470605169821,0.157532521994228,0.00526901180515713
"21","NaturalSynthetic","Full","Deming",0.0418649161067529,0.00210743637816841,0.127470668391914,0.0196454324881571
"22","NaturalSynthetic","Full","LM",0.0393996242863706,0.00035039608854981,0.152249550347176,0.00400668446794211
