"","targetColumns.y","Dataset","model","meanBeta","sdBeta","meanAlpha","sdAlpha"
"17","MarineMetazoa","Full","BLM1_fit",0.0392102782550756,0.000291634783656436,0.15488980492777,0.00328289376164552
"18","MarineMetazoa","Full","BLM1_fit_NoErrors",0.0393774501709562,0.000289483080154681,0.152579119393295,0.00325024706292265
"19","MarineMetazoa","Full","Weighted",0.0393080911957205,0.000310066080229785,0.153332159807614,0.00353387510024861
"20","MarineMetazoa","Full","York",0.0390554100549548,0.000495398292066399,0.157190906276794,0.00543668943055882
"21","MarineMetazoa","Full","Deming",0.0415077274996933,0.00207970656667792,0.129147636830677,0.0197152266577871
"22","MarineMetazoa","Full","LM",0.0393883483719454,0.000346169056418846,0.152424021060008,0.0039284674519599
