"","Material","Freq","Model","elpd_diff","se_diff"
"1","1",135,"BLM3",-899.484436930186,7.59087375531447
"2","1",135,"BLM1_E",-5532.36875472696,48.6819179470497
"3","1",135,"BLM1_NE",0,0
"4","2",719,"BLM1_E",-44453.9879235418,449.821478725572
"5","2",719,"BLM3",0,0
"6","2",719,"BLM1_NE",-15764.0556118758,147.174572145983
"7","Full",2562,"BLM1_NE",0,0
"8","Full",2562,"BLM3",-15285.1310593807,144.785322238868
"9","Full",2562,"BLM1_E",-25238.178068882,230.974601887244
