"","dataset","Model","parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"1","Full","BLM1_fit","alpha",0.124847466766101,0.00531488756784736,0.116194267250408,0.121851355183454,0.124747422821508,0.127721613455872,0.133680078782699,1.0136781538586,1800
"2","Full","BLM1_fit","beta",0.0410574015667577,0.000498459942951918,0.0402177722825857,0.0407819644345863,0.0410634846829025,0.0413499788084261,0.0418849399932034,1.04174270740881,1800
"3","Full","BLM1_fit","deviance",-5878.72096596734,49.9248393961808,-5974.75506235841,-5912.17364599562,-5879.489922014,-5845.88192143952,-5780.48117939274,1.00160689170016,1800
"4","Full","BLM1_fit","tauy",1122.16214141613,72.5110914586502,988.125691609151,1076.82562603392,1120.25584477009,1168.83110620651,1267.0710369532,1.00191253650076,3000
"5","Full","BLM1_fit_NoErrors","alpha",0.125432821992723,0.0048390393225653,0.11783040319416,0.122834848505451,0.125620883297181,0.128075198938824,0.132853059104963,1.06635341745885,3000
"6","Full","BLM1_fit_NoErrors","beta",0.0410169003264766,0.000454458458115985,0.0402661240798182,0.0407681869335606,0.0410089167064377,0.0412578184313389,0.0417411911287578,1.03936611861137,3000
"7","Full","BLM1_fit_NoErrors","deviance",-3066.45143789342,24.3103504785825,-3087.57028036395,-3075.31151686733,-3067.69295111989,-3059.62342621247,-3041.90519649251,1.10089940731225,3000
"8","Full","BLM1_fit_NoErrors","tau",1044.37529758859,59.5807419610916,937.310208264029,1005.4203834753,1042.55343390244,1082.44050494403,1159.26090378666,1.00632046230133,3000
"9","Full","BLM1_fit","alpha",0.134764470305044,0.00514859046060815,0.125776047639157,0.13175760275819,0.134746722897756,0.137652150057613,0.143710379991301,1.02760685486121,1100
"10","Full","BLM1_fit","beta",0.0402438178926865,0.000491859424419244,0.0393877845308939,0.0399660026344415,0.0402535333321232,0.0405316520431965,0.0410886881106808,1.01870580576625,1500
"11","Full","BLM1_fit","deviance",-5825.25151990485,50.2256134438272,-5920.38164078573,-5859.84469934228,-5826.61696397303,-5792.30092112608,-5721.5194073333,1.00115651238865,3000
"12","Full","BLM1_fit","tauy",1049.20924165808,68.1545114712354,924.667781685844,1007.82390765012,1049.17291897561,1090.42397929821,1180.19970515225,1.01147266321935,2900
"13","Full","BLM1_fit_NoErrors","alpha",0.135831270403542,0.00563271229137277,0.12804645514752,0.133213361633356,0.135969245130041,0.138634786324381,0.143896884505473,1.00252569283658,2200
"14","Full","BLM1_fit_NoErrors","beta",0.0401786376524278,0.000492311700251595,0.0394080579058153,0.0399139901812924,0.0401667933980151,0.0404209813027365,0.0409227871072175,1.00954512594131,1300
"15","Full","BLM1_fit_NoErrors","deviance",-3033.25119457364,34.0260018660424,-3053.44701404002,-3042.36643047068,-3035.02312252057,-3026.91133459329,-3009.35206747684,1.06462761772828,3000
"16","Full","BLM1_fit_NoErrors","tau",1007.74012456506,58.6630662608558,902.316490454966,971.163435401561,1007.47737197058,1045.7852279935,1114.68269738569,1.01034931758347,3000
"17","Full","BLM1_fit","alpha",0.128560688127245,0.00450155615446591,0.120200383574157,0.125643106303872,0.128619367322972,0.131571229331972,0.137242383202267,1.00232599530792,2100
"18","Full","BLM1_fit","beta",0.0407904014879038,0.000424074014599022,0.0399954120879401,0.0405159180307103,0.0407840202881125,0.0410693321890048,0.0416158049210838,1.00158644400821,2200
"19","Full","BLM1_fit","deviance",-5804.43555743919,50.2809834383877,-5899.52657404898,-5838.5638088488,-5804.22301982799,-5771.02781799337,-5701.77393948075,1.00066430960113,3000
"20","Full","BLM1_fit","tauy",1096.00166183387,68.9305044826562,968.766125165997,1051.33912373132,1095.68092452678,1140.60590744872,1229.59136189403,1.00070298371135,3000
