"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","MarineMetazoa","Full",-8254.43656155481,-2321.67502813311,-8254.24993950445
"2","MarineMetazoa","2",-7097.16590270645,-1985.56737556154,-7097.32280505966
"3","MarineMetazoa","1",-1157.2052754965,-333.660084236373,-1157.19288697016
