"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Mineralogy","Full",-7938.40910128548,-2247.95260113336,-7938.04198851188
"2","Mineralogy","1",-1104.2573153323,-357.695711520392,-1104.14486419045
