"","targetColumns","Dataset","Model","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","Material"
"1","CDESorICDES","Full","BLM1_fit",0.154833063001309,0.00308145956576831,0.148790341079331,0.152797392188838,0.15487805898917,0.1568893303114,0.160694592077076,1.00113922627899,3000,NA
"2","CDESorICDES","Full","BLM1_fit",0.039223094884582,0.000274327577554013,0.0386839809221727,0.0390412550568071,0.0392183679205498,0.0394070517598886,0.0397623032013185,1.00141238481467,2200,NA
"3","CDESorICDES","Full","BLM1_fit",-9820.85556599891,57.0972572362243,-9932.80138432285,-9858.50212898144,-9821.86858819878,-9782.67838994493,-9708.25303225183,1.00125538411372,2600,NA
"4","CDESorICDES","Full","BLM1_fit",3845.80587703297,244.993061306458,3385.23249302624,3678.07117742717,3839.83720175902,4003.91958564794,4336.86104591987,1.0013013937133,2500,NA
"5","CDESorICDES","Full","BLM1_fit_NoErrors",0.151984841449497,0.00304173601592291,0.145853158289313,0.149966180392671,0.151962916995071,0.1540476938729,0.157922924091051,1.00069554439272,3000,NA
"6","CDESorICDES","Full","BLM1_fit_NoErrors",0.0394563461308862,0.000272074159836251,0.0389262793429187,0.0392682251645421,0.0394570198314884,0.0396344727123105,0.0400165975018838,1.00095597504655,3000,NA
"7","CDESorICDES","Full","BLM1_fit_NoErrors",-4350.64304178946,2.34249761366461,-4353.33724369895,-4352.37115575209,-4351.23293764947,-4349.57229876642,-4344.67042267627,1.00175841844418,1600,NA
"8","CDESorICDES","Full","BLM1_fit_NoErrors",2702.1456828511,129.282005773389,2461.04520381516,2611.25281349487,2701.61876719713,2788.89834616119,2963.9932755916,1.00350164337816,670,NA
"9","CDESorICDES","Full","BLM3_fit",0.152776564243604,0.00377284909749141,0.14553294661892,0.150101817445745,0.152793188258011,0.155368750325469,0.160022852120634,1.00296353076007,810,NA
"10","CDESorICDES","Full","BLM3_fit",0.157592298817518,0.00575022879373728,0.146586198992254,0.153598060016929,0.157536751172599,0.161456634602224,0.168887904316212,1.00103663084281,3000,NA
"11","CDESorICDES","Full","BLM3_fit",0.0396013826648503,0.00035761722354963,0.038911125923325,0.0393572560318997,0.039603308809503,0.0398504376063355,0.0402970212598559,1.00329211396552,720,NA
"12","CDESorICDES","Full","BLM3_fit",0.0388999609185919,0.000498160881055171,0.0379398527423157,0.0385660013989679,0.0389052409604838,0.0392411221058724,0.0398696549677605,1.00085096890884,3000,NA
"13","CDESorICDES","Full","BLM3_fit",0.995670041514414,0.00704781983658092,0.972429302592654,0.995966936244606,0.998825348817986,0.999480138995429,0.999697225686913,1.00134114435486,2400,NA
"14","CDESorICDES","Full","BLM3_fit",-9818.78243065352,56.6499530546778,-9932.19221548085,-9857.56405039463,-9818.48815626991,-9780.55451304351,-9706.97363200931,1.00184739707466,1500,NA
"15","CDESorICDES","Full","BLM3_fit",0.142816471619907,0.231813261540635,0.0100541031455003,0.0171302269628653,0.0394746172469373,0.135188891109175,0.924785357928776,1.00141106609641,2200,NA
"16","CDESorICDES","Full","BLM3_fit",3883.794989221,251.426619458467,3405.66299230614,3713.36019069432,3880.89973822866,4052.39932484178,4394.00853860584,1.00057405699756,3000,NA
"17","CDESorICDES","Subsets","BLM1_fit",0.152291248614527,0.00459979603337769,0.143382177980219,0.149185602454796,0.152254915446588,0.155306164896002,0.161762414146214,1.00119968684389,2900,"1"
"18","CDESorICDES","Subsets","BLM1_fit",0.0396114497464659,0.000437502588104862,0.0387256995779445,0.0393154688405555,0.0396090773030744,0.0399011845674784,0.0404524442861954,1.00122892296542,2700,"1"
"19","CDESorICDES","Subsets","BLM1_fit",-3089.96727110571,33.9139977269851,-3154.68627491176,-3113.69388107663,-3090.70828072349,-3066.63457141676,-3022.04207544544,1.0006776821217,3000,"1"
"20","CDESorICDES","Subsets","BLM1_fit",2170.92207506483,227.530143443889,1758.86150227974,2011.85624553487,2157.10136248563,2317.5141012133,2653.69356241737,1.00100780007516,3000,"1"
"21","CDESorICDES","Subsets","BLM1_fit_NoErrors",0.150397732514954,0.0048159062259777,0.140761121072937,0.1471786769312,0.150430159838898,0.153631532801895,0.159546836949096,1.00197088673634,1400,"1"
"22","CDESorICDES","Subsets","BLM1_fit_NoErrors",0.0396824943003713,0.000458349895339147,0.0388090613593338,0.0393721145975745,0.0396808738977944,0.039985494033796,0.040594699335799,1.00172531535768,1600,"1"
"23","CDESorICDES","Subsets","BLM1_fit_NoErrors",-1349.29130011769,2.34223241791467,-1352.09155938505,-1351.05050252488,-1349.82805514398,-1348.1689852888,-1343.33069065211,1.00084338646691,3000,"1"
"24","CDESorICDES","Subsets","BLM1_fit_NoErrors",1681.66385905345,139.335812198626,1418.58366093651,1583.79924687432,1683.06524342784,1772.67485882401,1975.92470427441,1.00052121363151,3000,"1"
"25","CDESorICDES","Subsets","BLM3_fit",0.152245374716261,0.00462116893683955,0.143143988854884,0.149114948267097,0.152159772167066,0.155328120801389,0.161256151866108,1.0024622070881,1000,"1"
"26","CDESorICDES","Subsets","BLM3_fit",0.0396105866949905,0.000437012015121272,0.0387397685650969,0.0393177093505913,0.039617090361338,0.0399116050667657,0.0404708910270242,1.00227653866388,1100,"1"
"27","CDESorICDES","Subsets","BLM3_fit",0.995666004748561,0.00708624928900663,0.972844678138645,0.996031950813088,0.998869142253221,0.999499315618649,0.999707482774613,1.00119035534471,2900,"1"
"28","CDESorICDES","Subsets","BLM3_fit",-3090.30188794081,33.3640534376952,-3155.42116519477,-3112.5665340761,-3091.1648292838,-3068.27271251082,-3022.27012027318,1.00051261227447,3000,"1"
