"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Corals","Full",-9636.84113444736,-4208.9191681405,-9636.91108513875
"2","Corals","1",-9636.64079036658,-4208.93131900591,-9636.78694978461
