"","targetColumns","Model","Material","elpd_diff","se_diff"
"1","Mollusk","BLM1_NE","Full",0,0
"2","Mollusk","BLM3","Full",-13996.9855523711,134.549778995175
"3","Mollusk","BLM1_E","Full",-3033693.73285303,26244.4156453147
"4","Mollusk","BLM3","2",0,0
"5","Mollusk","BLM1_NE","2",-4914.86188157188,52.4623328868194
"6","Mollusk","BLM1_E","2",-963050.994046291,11169.0081786723
"7","Mollusk","BLM3","1",0,0
"8","Mollusk","BLM1_NE","1",-7404.30947139973,62.9678973249874
"9","Mollusk","BLM1_E","1",-508860.73097243,4472.2989521523
