"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Mollusk","Full",-8254.36190507948,-2321.66637841413,-8254.32361997594
"2","Mollusk","2",-7238.3455846119,-1995.73108529358,-7238.71123686147
"3","Mollusk","1",-1015.55763261133,-322.198864379992,-1015.68382051602
