"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Forams","Full",-8254.2783344135,-2321.70149820673,-8254.88639084315
"2","Forams","2",-6106.8088362698,-1646.34714025928,-6106.80691348339
"3","Forams","1",-2147.70882766276,-672.420892020576,-2147.47803571518
