"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Mollusk","Full",-9636.82814333199,-4208.91451556485,-9636.05822210478
"2","Mollusk","2",-8486.84162821912,-3517.22485147599,-8486.64235754129
"3","Mollusk","1",-1147.44408522058,-705.885188002742,-1147.38291033393
