"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Mollusk","Full",-9636.6347516703,-4208.93017580857,-9636.33568312011
"2","Mollusk","2",-8486.45592584057,-3517.24031770137,-8486.65418469974
"3","Mollusk","1",-1147.34580779202,-705.896082393159,-1147.47221913643
