"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Mollusk","Full",-9636.61151420298,-4208.93355720539,-9636.16031969949
"2","Mollusk","2",-8486.82799449607,-3517.23583242017,-8486.94824807904
"3","Mollusk","1",-1147.45985502489,-705.878352194599,-1147.46586847606
