"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","CDESorICDES","Full",-9636.82898064725,-4208.92051125932,-9633.94786650182
"2","CDESorICDES","1",-3089.91378791975,-1349.2936699964,-3089.86288305287
"3","CDESorICDES","2",-6550.68706730596,-2932.61056575635,-6550.5563956488
