"","targetColumns","Dataset","Model","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","Material"
"1","BenthicPlanktic","Full","BLM1_fit",0.133265306570276,0.0237050366326453,0.0923566413702553,0.115983115315731,0.13070916922767,0.150144534203044,0.182170444869995,1.0324378088966,220,NA
"2","BenthicPlanktic","Full","BLM1_fit",0.0406426823507199,0.001995612887415,0.0365644630006944,0.0392156306076116,0.0408402070831585,0.042085382871015,0.0441225212112633,1.02234276856452,530,NA
"3","BenthicPlanktic","Full","BLM1_fit",-3475.13764950473,29.4643730923614,-3531.31391971947,-3495.4557740456,-3475.80288838463,-3455.68874603105,-3415.08473847252,1.00133229580198,2400,NA
"4","BenthicPlanktic","Full","BLM1_fit",6346.3264683755,817.335143605269,4830.45892688827,5786.04348766966,6316.91527738848,6872.86210135415,8061.28105251559,1.00103673010997,3000,NA
"5","BenthicPlanktic","Full","BLM1_fit_NoErrors",0.130340705234153,0.0206686101976447,0.0892792379780543,0.116374011925645,0.130230039289284,0.144356799180339,0.171387620000388,1.00100522514082,3000,NA
"6","BenthicPlanktic","Full","BLM1_fit_NoErrors",0.0409569334199707,0.00173508478306331,0.0374807212580212,0.0397791112303368,0.0409569100266967,0.0421314411290717,0.0444033082127279,1.00091637979815,3000,NA
"7","BenthicPlanktic","Full","BLM1_fit_NoErrors",-1269.57480098365,2.51015674805935,-1272.41072297704,-1271.39871104364,-1270.22871386239,-1268.39796679199,-1262.95500931359,1.00091791980004,3000,NA
"8","BenthicPlanktic","Full","BLM1_fit_NoErrors",3883.44032168699,365.234067648407,3200.59554987316,3628.4237223122,3873.94301929021,4126.36740861016,4632.40000607092,1.00056449952146,3000,NA
"9","BenthicPlanktic","Full","BLM3_fit",0.21991342711804,0.0547569512897608,0.102962447954632,0.186016493672545,0.221301545691065,0.258991007619544,0.319029576696525,1.03059469686738,140,NA
"10","BenthicPlanktic","Full","BLM3_fit",0.132882169239324,0.0231258504478817,0.0826986681072959,0.117967776994678,0.134528981511674,0.149431303348262,0.176307341159309,1.04195186395479,140,NA
"11","BenthicPlanktic","Full","BLM3_fit",0.033872357841554,0.00435931974121636,0.0259802068596694,0.0307374237093294,0.0337439000915065,0.0365813715194576,0.0431466042208454,1.02126846840787,120,NA
"12","BenthicPlanktic","Full","BLM3_fit",0.0406551559073324,0.00196117618606322,0.0369842801081997,0.0392609479166562,0.0405197134655015,0.0419160479075251,0.0449374970199801,1.01967205706662,210,NA
"13","BenthicPlanktic","Full","BLM3_fit",0.968922831995497,0.0510461536961985,0.804018787987418,0.96974587611355,0.991817366245543,0.996281058566299,0.997919011405806,1.0024477157421,1400,NA
"14","BenthicPlanktic","Full","BLM3_fit",-3476.923069922,29.1655836069687,-3533.09728839238,-3497.38799875804,-3476.80178627103,-3456.94343999659,-3419.74529619029,1.00109180312017,3000,NA
"15","BenthicPlanktic","Full","BLM3_fit",0.11593661864984,0.188071929489769,0.00821551456325981,0.0137522388875418,0.030310264804159,0.114420904779097,0.739521462758794,1.00185899542137,1500,NA
"16","BenthicPlanktic","Full","BLM3_fit",6244.75634536965,808.562475395698,4788.36483005846,5677.60427394557,6218.26883357959,6749.39188840157,7947.60699043928,1.00192298495951,1400,NA
"17","BenthicPlanktic","Subsets","BLM1_fit",0.139116347772491,0.0266088709728259,0.0825602493011525,0.123007888257874,0.142534634282154,0.157687328021903,0.183444585933795,1.0276465634962,210,"2"
"18","BenthicPlanktic","Subsets","BLM1_fit",0.0401286805998995,0.0022564593027674,0.0364025641841858,0.0385405829018211,0.0398279922451896,0.0415196133419218,0.0449187102917408,1.01533538763655,260,"2"
"19","BenthicPlanktic","Subsets","BLM1_fit",-3099.08845139913,26.7924900849685,-3149.34937900066,-3117.23665440833,-3099.88136172089,-3082.31642429303,-3043.19560335431,1.00080645212585,3000,"2"
"20","BenthicPlanktic","Subsets","BLM1_fit",5796.32039421061,784.938025833991,4391.15131819001,5238.78763930818,5769.07054564653,6310.42757824469,7478.54581132703,1.00103395231224,3000,"2"
"21","BenthicPlanktic","Subsets","BLM1_fit_NoErrors",0.139878546069633,0.0268113779747449,0.0875542039168907,0.121808009181704,0.140244413241703,0.158283625108769,0.191304250807291,1.00079265188146,3000,"2"
"22","BenthicPlanktic","Subsets","BLM1_fit_NoErrors",0.0400263010174438,0.00227538656923777,0.0356738345624447,0.0384743515895486,0.039994515505154,0.0415602324794838,0.0444732266365386,1.00088433129832,3000,"2"
"23","BenthicPlanktic","Subsets","BLM1_fit_NoErrors",-1010.02307874544,2.53462972250201,-1012.85484413101,-1011.84556201631,-1010.68579133729,-1008.90795338101,-1003.42526763498,1.00206675574241,1300,"2"
"24","BenthicPlanktic","Subsets","BLM1_fit_NoErrors",4005.40136925682,417.78539429388,3233.65707499589,3718.83365653154,3982.58714954829,4281.86230720684,4863.45829378986,1.00064561121659,3000,"2"
"25","BenthicPlanktic","Subsets","BLM3_fit",0.134111383123889,0.0230476734185212,0.091011435501449,0.118305965205149,0.133311454362955,0.148212560187727,0.181208131170845,1.0184906483096,340,"2"
"26","BenthicPlanktic","Subsets","BLM3_fit",0.0405523740795986,0.00195465489598008,0.0366085346274664,0.0393856305472152,0.0406370397275885,0.041888909632826,0.0442157000876538,1.02299790950226,190,"2"
"27","BenthicPlanktic","Subsets","BLM3_fit",0.957900200817765,0.0694135474409068,0.734605837495109,0.961822325843995,0.989074806600691,0.995035437315544,0.997179393121354,1.00289211509376,1800,"2"
