"","targetColumns","Model","Material","elpd_diff","se_diff"
"1","CDESorICDES","BLM3","Full",0,0
"2","CDESorICDES","BLM1_NE","Full",-10307.4935178692,70.5524234296685
"3","CDESorICDES","BLM1_E","Full",-5605361.89274678,48330.7404156544
"4","CDESorICDES","BLM3","2",0,0
"5","CDESorICDES","BLM1_NE","2",-5209.08750512159,44.1023796471222
"6","CDESorICDES","BLM1_E","2",-2025989.5020461,15136.4359288947
"7","CDESorICDES","BLM1_NE","1",0,0
"8","CDESorICDES","BLM3","1",-1737.47413340775,32.1038446945762
"9","CDESorICDES","BLM1_E","1",-426989.234650547,9382.34719463837
