"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Forams","Full",-8266.39391986362,-4232.8227294119,-8265.85550183657
"2","Forams","2",-6115.82024720964,-2961.6543894371,-6115.77102437034
"3","Forams","1",-2149.19077583831,-1308.92024791393,-2149.17343820443
