"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Teeth","Full",-9636.77503741403,-4208.92530380416,-9635.94356640816
"2","Teeth","2",-9432.5256751714,-4066.0244170583,-9432.42805132936
"3","Teeth","1",-205.956643719319,-161.834732657781,-206.035583005201
