"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Lake","Full",-8255.4424001658,-2321.77138713089,-8254.44599897561
"2","Lake","2",-7577.58007387132,-2097.19966755016,-7576.70199686787
"3","Lake","1",-676.851943278584,-220.890833852482,-677.101306159543
