"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","NaturalSynthetic","Full",-9636.72712930069,-4208.92849564955,-9636.74931768449
"2","NaturalSynthetic","1",-6725.00568207859,-2916.62569494178,-6725.06791195509
"3","NaturalSynthetic","2",-2913.84057205894,-1303.29682826853,-2913.52651292129
