"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Mineralogy","Full",-7946.48025818717,-4095.74580697947,-7964.63495766947
"2","Mineralogy","4",-338.970942429227,-202.117287842595,-338.946093543371
"3","Mineralogy","1",-1109.96866620949,-706.868439017793,-1109.90888262229
"4","Mineralogy","3",-6078.24807951263,-3047.79368156264,-6078.36322629041
"5","Mineralogy","5",-196.825732796583,-120.40907757526,-196.973215770774
"6","Mineralogy","2",-239.865729036003,-182.431905617244,-240.067720304827
