"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Lake","Full",-8254.51618642778,-2321.69798081127,-8254.4117999571
"2","Lake","2",-7577.37996309832,-2097.07271936981,-7577.77838446552
"3","Lake","1",-676.703140546304,-220.904367808555,-676.742925592525
