"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Mineralogy","Full",-2637.29627509502,-1185.46145040917,-2661.06695710042
"2","Mineralogy","3",-260.43199308093,-148.044438924342,-260.404651689463
"3","Mineralogy","4",-196.804722275661,-120.407735222053,-196.905048149714
"4","Mineralogy","1",-258.026137148842,-140.454100824317,-258.037503759442
"5","Mineralogy","2",-1942.47855198126,-909.033163107106,-1942.38914651259
