"","targetColumns","Dataset","model","Material","meanBeta","sdBeta","meanAlpha","sdAlpha"
"1","NaturalSynthetic","Full","BLM1_fit",NA,0.0398070674283794,0.000405501443240193,0.149465742019071,0.00446288893713684
"2","NaturalSynthetic","Full","BLM1_fit_NoErrors",NA,0.0393150057377396,0.000240486585936613,0.154823032218038,0.0027020514107008
"3","NaturalSynthetic","Full","BLM3","1",0.0380919332451155,0.000662409822049674,0.169946319088776,0.00789725837067936
"4","NaturalSynthetic","Full","BLM3","2",0.0391663537233383,0.000319018888269778,0.154610695153559,0.00298072362540652
"5","NaturalSynthetic","Full","Deming",NA,0.0399246027573638,0.00231974316635317,0.15074128174994,0.0205059070034488
"6","NaturalSynthetic","Full","LM",NA,0.0392449242144518,0.000221448658197105,0.155598758451698,0.0024823078046625
"7","NaturalSynthetic","Full","Weighted",NA,0.039315890634827,0.000269542056970804,0.154853247797992,0.00307163707098764
"8","NaturalSynthetic","Full","York",NA,0.0392199455961789,0.000516115687461803,0.156970366627762,0.00547029016321715
"9","NaturalSynthetic","subsets","BLM1_fit","1",0.0418392024605949,0.00210349125372686,0.125568224466138,0.024904995700933
"10","NaturalSynthetic","subsets","BLM1_fit","2",0.0396122416192373,0.00047792154321847,0.150606219987579,0.00441916196109403
"11","NaturalSynthetic","subsets","BLM1_fit_NoErrors","1",0.0381443134758764,0.000649714704283741,0.169336569846501,0.00772396800849407
"12","NaturalSynthetic","subsets","BLM1_fit_NoErrors","2",0.0391693859398388,0.000350566018811187,0.154562464019719,0.00330547472816122
"13","NaturalSynthetic","subsets","BLM3","1",0.0381011231729038,0.000629470871095015,0.169842142292663,0.00747670785201828
"14","NaturalSynthetic","subsets","BLM3","2",0.0391685122004401,0.000326637629700855,0.154588830753187,0.00307256238512477
"15","NaturalSynthetic","subsets","Deming","1",0.0396219623949492,0.000721551455723698,0.155205120844815,0.00810808069473221
"16","NaturalSynthetic","subsets","Deming","2",0.0384964959577825,0.000571790152205606,0.158944652360488,0.00403278365576389
"17","NaturalSynthetic","subsets","LM","1",0.0381491790439302,0.000925663727433194,0.169151563586504,0.0109211775054107
"18","NaturalSynthetic","subsets","LM","2",0.0391906798390738,0.000294577301561297,0.154395662928806,0.00272854349947622
"19","NaturalSynthetic","subsets","Weighted","1",0.0380254796991433,0.000796080089056348,0.170744869831728,0.00944041435081596
"20","NaturalSynthetic","subsets","Weighted","2",0.039117270320523,0.000364836461486702,0.154976174861119,0.00326160942785294
"21","NaturalSynthetic","subsets","York","1",0.0395722043132121,0.000730572524107969,0.15564064841172,0.00838816550360557
"22","NaturalSynthetic","subsets","York","2",0.0384734001571833,0.000706714828093522,0.158743740912506,0.00491279371194501
