"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","NaturalSynthetic","Full",-9636.73047521732,-4208.92677616137,-9636.70133094328
"2","NaturalSynthetic","1",-6725.25582589367,-2916.61961477491,-6725.16464564681
"3","NaturalSynthetic","2",-2913.7716823599,-1303.29876545058,-2913.56430814759
