"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Lake","Full",-9636.67875816837,-4208.92553642402,-9637.81445183017
"2","Lake","2",-8955.65693142923,-3774.884270685,-8955.21882986792
"3","Lake","1",-681.949042204639,-445.641064789965,-682.078073954241
