"","dataset","Model","parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"1","Full","BLM1_fit","alpha",0.128381022818331,0.00485516826110381,0.121221917412551,0.125409891963028,0.127937621750106,0.13076778703929,0.137095696846833,1.04262705558962,100
"2","Full","BLM1_fit","beta",0.0410882928045409,0.000454542503033537,0.0402577786929727,0.0408694916801765,0.0411235673780593,0.041366866423666,0.0417783989411393,1.07277983009376,120
"3","Full","BLM1_fit","deviance",-7281.72170634464,57.2398639612135,-7392.99849073734,-7320.22501379128,-7283.10009266603,-7242.59787829439,-7167.11735682612,1.00353079348715,570
"4","Full","BLM1_fit","tauy",1184.8812124597,72.3950580764032,1054.12466526478,1138.61126377253,1186.77212645355,1230.10596744723,1312.69304592884,1.00815529884233,1500
"5","Full","BLM1_fit_NoErrors","alpha",0.126029491095021,0.00496288990492901,0.119947150859345,0.124106785694387,0.126193787610566,0.128261114942403,0.132291283041651,1.07653848633232,1500
"6","Full","BLM1_fit_NoErrors","beta",0.0412490808226627,0.000366767302999785,0.0406723686563736,0.0410385501091069,0.0412377674010161,0.0414383500736221,0.0418247852884737,1.01127111461346,1500
"7","Full","BLM1_fit_NoErrors","deviance",-3685.1657064544,50.9795927128616,-3690.74761269559,-3689.5640410716,-3688.12285632985,-3685.91764678046,-3679.39977427022,1.11377110079597,1500
"8","Full","BLM1_fit_NoErrors","tau",1437.73316221939,84.8102915112338,1300.50417269611,1391.80887713251,1439.07405729082,1489.257988144,1583.07569061275,1.03847092312656,1500
"9","Full","BLM1_fit","alpha",0.134700583743897,0.00470235334025688,0.126719928521038,0.131798324684778,0.134381052447011,0.137246903937212,0.143496960522913,1.01914488763613,420
"10","Full","BLM1_fit","beta",0.0403928562207491,0.000450811857552103,0.0395362948795239,0.0401496205271879,0.0404167896605797,0.0406709982583555,0.0411448372836887,1.02205839529554,510
