"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","LARGEorSMALL","Full",-9474.7386511792,-4142.37780139875,-9477.34183205384
"2","LARGEorSMALL","2",-4027.00755082681,-1595.9959687362,-4027.14076866785
"3","LARGEorSMALL","1",-5445.02375211361,-2588.65252137584,-5445.05477764369
