"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","LARGEorSMALL","Full",-9474.6936734389,-4142.38250339258,-9477.54805873138
"2","LARGEorSMALL","2",-4027.25749068346,-1595.98371566668,-4027.14922481885
"3","LARGEorSMALL","1",-5445.14233267295,-2588.65080364007,-5445.00811316944
