"","targetMaterialColumn","dataset","R2 type","model","median","lwr","upr"
"1","Mineralogy","Mineralogy","Conditional","BLM3_fit",0.998624584680455,0.998383723662569,0.998708971059394
"2","Mineralogy","Mineralogy","Marginal","BLM3_fit",0.0377076781758782,0.0369547331669654,0.0388744006055508
"3","Mineralogy","Mineralogy","BLM1_fit",NA,0.961445737721164,0.959557982080507,0.962591878649579
"4","Mineralogy","Mineralogy","BLM1_fit_NoErrors",NA,0.961577982174217,0.959871494596192,0.962584140452621
"5","Mineralogy","4","BLM1_fit",NA,0.944766773135395,0.350697389440999,0.979225470615629
"6","Mineralogy","4","BLM1_fit_NoErrors",NA,0.946858986558412,0.356410261434417,0.979221434126188
"7","Mineralogy","1","BLM1_fit",NA,0.654015567857258,0.258126626151286,0.75459068999233
"8","Mineralogy","1","BLM1_fit_NoErrors",NA,0.683329628407396,0.361498107020992,0.759112058976628
"9","Mineralogy","3","BLM1_fit",NA,0.917588145662981,0.909680698174689,0.922184756459132
"10","Mineralogy","3","BLM1_fit_NoErrors",NA,0.918163162196319,0.911474113551697,0.922150788787224
"11","Mineralogy","5","BLM1_fit",NA,0.977640501634388,0.784287718699966,0.989043145227856
"12","Mineralogy","5","BLM1_fit_NoErrors",NA,0.978222746672387,0.763419872830048,0.9890459976629
"13","Mineralogy","2","BLM1_fit",NA,0.680934520497826,0.00308796308589338,0.882448977807082
"14","Mineralogy","2","BLM1_fit_NoErrors",NA,0.672474718252845,0.00341965469087663,0.8826733028345
