"","targetColumns","Model","Material","elpd_diff","se_diff"
"1","Teeth","BLM1_NE","Full",0,0
"2","Teeth","BLM3","Full",-8257.87376855876,55.8472249268921
"3","Teeth","BLM1_E","Full",-2252004.71350413,19544.4393097548
"4","Teeth","BLM3","2",0,0
"5","Teeth","BLM1_NE","2",-7149.12737857982,59.5388151017561
"6","Teeth","BLM1_E","2",-28684681.2062487,253552.122828849
"7","Teeth","BLM3","1",0,0
"8","Teeth","BLM1_NE","1",-16042.0708494832,301.374538595134
"9","Teeth","BLM1_E","1",-449945.444732185,8452.09186826845
