"","dataset","Model","parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"1","Full","BLM1_fit","alpha",0.129319390353733,0.00512606733021836,0.121565247525685,0.126372143298425,0.129131618126743,0.131736239173347,0.137496930367364,1.14117761759021,23
"2","Full","BLM1_fit","beta",0.0409114061253344,0.000502447816415764,0.040132879588799,0.0406757047744545,0.0409389469166011,0.0412117795518798,0.04167011045388,1.15070559275297,26
"3","Full","BLM1_fit","deviance",-7243.94167368489,54.1322029200981,-7345.27003720666,-7281.29332392838,-7243.62538448376,-7208.52253367985,-7136.69931816394,1.00080443084459,1500
"4","Full","BLM1_fit","tau",1166.69350889232,72.5792008681563,1041.22292223065,1123.96340854488,1167.45104370268,1213.18291500381,1298.39311629834,1.00799842383441,300
"5","Full","BLM1_fit","zloglik[1]",2.53369887890098,0.119673035758853,2.19812995442695,2.51162359260953,2.57115228184082,2.60551840720686,2.64914080199688,1.03156022100668,380
"6","Full","BLM1_fit","zloglik[2]",2.32591036793667,0.376473101046245,1.24254626772153,2.21557170890636,2.46505525407332,2.57135986076509,2.63590150520204,1.01280035867315,1500
"7","Full","BLM1_fit","zloglik[3]",2.35742390739887,0.335893047064365,1.43265842532568,2.27100572573046,2.48158442020525,2.57912167356571,2.64089846188666,1.00459171050633,1300
"8","Full","BLM1_fit","zloglik[4]",1.95491191963382,0.524046704572928,0.671488111641056,1.65677295865438,2.06799549323079,2.34077221214076,2.60890994183912,1.00232181072389,1500
"9","Full","BLM1_fit","zloglik[5]",2.51612451496318,0.133757650592882,2.1315584572419,2.48191815300168,2.56187981095839,2.6005646249902,2.64559414832706,1.00012697705155,1500
"10","Full","BLM1_fit","zloglik[6]",2.36440344138736,0.342464245044664,1.40176233602377,2.27115861421439,2.4937134329849,2.58144142738212,2.63613618230421,1.00582218074754,870
"11","Full","BLM1_fit","zloglik[7]",2.34359586669807,0.355000987089448,1.32093321630025,2.25046424151023,2.47017951977038,2.57468728216383,2.63789285919589,1.0040091068628,1000
"12","Full","BLM1_fit","zloglik[8]",2.36427479441189,0.340975034840062,1.3711326655844,2.27356508217283,2.49269567442284,2.5795590559578,2.63998339796874,1.01964226528981,1100
"13","Full","BLM1_fit","zloglik[9]",1.06359418757685,0.676736470268225,-0.495534184550388,0.646994676829741,1.14407775944848,1.56123071372499,2.1550587266884,1.02299380807513,94
"14","Full","BLM1_fit","zloglik[10]",1.92891584561592,0.414543007294769,0.943840959752191,1.70591256169667,1.99637938319534,2.24241950474626,2.52879869631128,1.00779349124516,940
"15","Full","BLM1_fit","zloglik[11]",2.37672989197545,0.323276090693882,1.43961756322657,2.28793062899998,2.4900400615815,2.58214416671534,2.63994977153623,1.00849541901775,1300
"16","Full","BLM1_fit","zloglik[12]",2.06637677348773,0.43689937668153,0.988129884334432,1.8399560048156,2.1694780018727,2.39564168684293,2.601788291746,1.00423019559012,890
"17","Full","BLM1_fit","zloglik[13]",2.32599686416619,0.363148962731844,1.27240361813499,2.21075493842035,2.46563146371094,2.57507216710959,2.63727288997311,1.00086440970074,1500
"18","Full","BLM1_fit","zloglik[14]",2.36634453058034,0.392006689785091,1.24321784397854,2.30949968479601,2.51347415575205,2.58674075091469,2.63893360835198,1.00463796107203,1000
"19","Full","BLM1_fit","zloglik[15]",2.32964819797509,0.385171499332896,1.16412670070721,2.21221856150523,2.48022895262408,2.57661068930815,2.64070096661214,1.00000548869287,1500
"20","Full","BLM1_fit","zloglik[16]",1.07737535843137,0.642408961715169,-0.342124958796618,0.689007553834664,1.13520068270745,1.53199295028922,2.14356029908073,1.01176087464386,210
"21","Full","BLM1_fit","zloglik[17]",1.95706116333961,0.204261456642902,1.53225643800664,1.8243848076528,1.96905348518118,2.09950239261488,2.33012053738179,1.03796424873721,64
"22","Full","BLM1_fit","zloglik[18]",2.21859895936075,0.483395953090293,0.993395096259461,2.0279940392432,2.39872150927171,2.55353544668839,2.63615684650573,1.00563272642184,360
"23","Full","BLM1_fit","zloglik[19]",2.45287457886558,0.211533434531048,1.89481097693002,2.39725954295667,2.53076463268688,2.58832958543074,2.64023180111182,1.01519602309134,860
"24","Full","BLM1_fit","zloglik[20]",2.3105660910356,0.421154968356324,1.14455572962795,2.20955812962065,2.47817196321595,2.57722481634754,2.64202083120932,1.00091999522389,1500
"25","Full","BLM1_fit","zloglik[21]",1.92535964640401,0.425226518791337,0.947180759164919,1.70125966968231,1.98954033985257,2.24467689257769,2.53577211863631,1.0026973076021,1500
"26","Full","BLM1_fit","zloglik[22]",2.43118617487338,0.246692899719659,1.77398772663001,2.36339113402098,2.52317164957526,2.58593036240063,2.63794741892283,1.0014628589882,1400
"27","Full","BLM1_fit","zloglik[23]",2.24806294675831,0.426210854410475,1.087324016804,2.08939171964891,2.39097201042746,2.55722446757535,2.63499560017018,1.00090996618913,1500
"28","Full","BLM1_fit","zloglik[24]",2.07891177064581,0.629346542067111,0.295941256907425,1.84209192276594,2.30648472100277,2.53096537916493,2.6295605101554,1.00068351095734,1500
"29","Full","BLM1_fit","zloglik[25]",2.2249598900112,0.500144981985993,0.805148658944343,2.07280674374366,2.42699104548313,2.56844564431822,2.63755951561333,1.003336660854,1500
"30","Full","BLM1_fit","zloglik[26]",2.30276974372148,0.395197797412274,1.1619621522396,2.16522379288261,2.45587770738171,2.57158757178908,2.63508831196823,1.00004412730286,1500
"31","Full","BLM1_fit","zloglik[27]",1.09258830560032,0.659844569206482,-0.406715606312912,0.703335798848051,1.14920250943291,1.57639484710841,2.15816286733045,1.02800650009972,83
"32","Full","BLM1_fit","zloglik[28]",2.39521604465824,0.297876348200898,1.57181985304221,2.31995789894275,2.51148920611146,2.5843516362063,2.63799828042808,1.06151196608701,800
"33","Full","BLM1_fit","zloglik[29]",2.15330506949794,0.128454636338289,1.88913347897076,2.07094689316666,2.16114998507762,2.24023312950142,2.3861521680145,1.04736357162688,49
"34","Full","BLM1_fit","zloglik[30]",2.31930713158521,0.435150146370818,1.11878674406147,2.24189137191155,2.48648068537249,2.5774385861843,2.63757821305359,1.01295462680935,710
"35","Full","BLM1_fit","zloglik[31]",2.44054847821623,0.240681657446948,1.787412353317,2.38249422674942,2.53157112522729,2.59193835776112,2.64218918524284,1.02442952786109,360
"36","Full","BLM1_fit","zloglik[32]",2.02508360955129,0.374926682941188,1.14448050432299,1.80966404179975,2.10605189222405,2.30331709242405,2.5638123141123,1.00236560635753,850
"37","Full","BLM1_fit","zloglik[33]",2.14898125846967,0.128973137687732,1.89426368549319,2.06323288027306,2.15861441478303,2.2396157501539,2.38421049285465,1.04827189173033,48
"38","Full","BLM1_fit","zloglik[34]",1.9419158701851,0.515398849304456,0.665473928712518,1.67767481004497,2.04484350824774,2.33139022872243,2.59204099631769,1.00645800965604,1500
"39","Full","BLM1_fit","zloglik[35]",2.48518805179211,0.182873193982178,1.95174429229833,2.44654751430534,2.55070799686748,2.59606614768698,2.64595405474198,1.0098926557303,1500
"40","Full","BLM1_fit","zloglik[36]",2.53534923319705,0.112676983058632,2.2177150544104,2.50485219712418,2.57054761785849,2.60381853902064,2.64623866244684,1.00394235055782,900
"41","Full","BLM1_fit","zloglik[37]",2.26209378499859,0.504643604816219,0.908642348307128,2.1528265710889,2.44742667280655,2.567316807864,2.63544130199428,1.0064158980404,1100
"42","Full","BLM1_fit","zloglik[38]",2.04639981808826,0.453341042106655,0.922774188772168,1.81305494826446,2.148997741757,2.38140574699936,2.59821234501598,1.01150782736963,200
"43","Full","BLM1_fit","zloglik[39]",2.06065808471001,0.439857438876295,0.989863818710899,1.81280038381901,2.16895005652121,2.39716477684804,2.61102604797998,1.00991016897025,710
"44","Full","BLM1_fit","zloglik[40]",2.34102175229443,0.367900459232957,1.26596862172786,2.2448493752257,2.47441243558664,2.5745255414094,2.6360188892103,1.00817151632375,1100
"45","Full","BLM1_fit","zloglik[41]",2.56465754110083,0.0716007451969777,2.37563845632677,2.5420522177652,2.58051207833143,2.6078267576636,2.64901268083124,1.00906936253782,250
"46","Full","BLM1_fit","zloglik[42]",2.5306714703242,0.121472095216169,2.19817213509362,2.49706604725967,2.56861381669685,2.60358839602497,2.64781570084933,1.03094526704615,250
"47","Full","BLM1_fit","zloglik[43]",2.56505564677578,0.0681408903906983,2.40149889505498,2.53702197619263,2.58071358630636,2.60970900577851,2.64913281622534,1.01038300886842,190
"48","Full","BLM1_fit","zloglik[44]",2.43581002851437,0.244991186932407,1.77736276686915,2.37864788631895,2.52245804416336,2.58636855325242,2.64393920209401,1.00158203275911,1500
"49","Full","BLM1_fit","zloglik[45]",2.39797797989393,0.299163424262549,1.59877820885037,2.32329146433473,2.51265156349843,2.58662983639272,2.63929887971339,1.02278223579651,1300
"50","Full","BLM1_fit","zloglik[46]",2.12561254641975,0.606065134139204,0.363603528281359,1.91838170226009,2.35646524657735,2.5486930335449,2.63323929803767,1.01086795359575,540
"51","Full","BLM1_fit","zloglik[47]",2.29961473105109,0.425357450369054,1.0623301238772,2.18719077301671,2.46452501098279,2.57587241573703,2.63693166805296,1.00748838721146,640
"52","Full","BLM1_fit","zloglik[48]",2.56310245087131,0.0737407601722616,2.36750794711638,2.5373806647644,2.5806572091117,2.60886466051409,2.64661969169548,1.01958805747706,140
"53","Full","BLM1_fit","zloglik[49]",2.27494079505699,0.404223314708285,1.17726605560707,2.11557439723919,2.42106211000975,2.5641816346849,2.63512218968111,1.00133446043248,1500
"54","Full","BLM1_fit","zloglik[50]",1.95798785500133,0.205768559001959,1.52527927019154,1.83476203321729,1.97030477731261,2.09394171004276,2.32156454034219,1.03539248717918,70
