"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Corals","Full",-9636.83767870452,-4208.9297139371,-9636.84050280129
"2","Corals","1",-9636.9928893156,-4208.92511376103,-9636.62177553494
