"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","CDESorICDES","Full",-9636.92327861505,-4208.9291669627,-9633.74093287541
"2","CDESorICDES","1",-3089.78573891278,-1349.30050858052,-3089.8116764672
"3","CDESorICDES","2",-6550.52944488015,-2932.60244974858,-6550.78184241676
