"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","BenthicPlanktic","Full",-3291.32250017397,-1139.29132269977,-3291.00038082475
"2","BenthicPlanktic","2",-3100.06351637188,-1010.03776867118,-3099.968828181
"3","BenthicPlanktic","1",-189.064690575382,-128.296440251374,-189.085341857702
