"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","SyntheticVSForam","Full",-9465.23743593715,-4240.8490179332,-9464.77134281464
"2","SyntheticVSForam","2",-3386.49728598358,-1802.31787288902,-3386.30327729437
"3","SyntheticVSForam","3",-2741.40725915542,-1324.98837741274,-2741.49013693354
"4","SyntheticVSForam","1",-3341.14058718015,-1155.74322230993,-3341.10590293513
