"","targetColumns","Dataset","model","Material","meanBeta","sdBeta","meanAlpha","sdAlpha"
"1","SyntheticVSForam","Full","BLM1_fit",NA,0.0386526085299273,0.000266634104277766,0.162032756097256,0.00300742942823962
"2","SyntheticVSForam","Full","BLM1_fit_NoErrors",NA,0.038741006859608,0.000271905369440297,0.160831488799419,0.00306201245106654
"3","SyntheticVSForam","Full","BLM3","1",0.0397464014002205,0.00189845381979823,0.143596631239111,0.0225464113307921
"4","SyntheticVSForam","Full","BLM3","2",0.0388186803487059,0.000513144632420743,0.163393919621491,0.00590735188374835
"5","SyntheticVSForam","Full","BLM3","3",0.0388494660505679,0.000362034120010521,0.160480204154161,0.00359490195443997
"6","SyntheticVSForam","Full","Deming",NA,0.0419707446743321,0.00226152266485881,0.128737922040519,0.0216235358246823
"7","SyntheticVSForam","Full","LM",NA,0.0387437915451658,0.000244795066189155,0.160762998959714,0.00268433568447433
"8","SyntheticVSForam","Full","Weighted",NA,0.0387584951342018,0.000238183017328823,0.160610172549016,0.00260432343868254
"9","SyntheticVSForam","Full","York",NA,0.0390610295390156,0.000457128105370862,0.157813484939099,0.00513093138824438
"10","SyntheticVSForam","subsets","BLM1_fit","1",0.0403726433257838,0.00169997998064643,0.136240109657916,0.0201685373582062
"11","SyntheticVSForam","subsets","BLM1_fit","2",0.0388145103175992,0.00052411383130033,0.163375445082376,0.00604257774653413
"12","SyntheticVSForam","subsets","BLM1_fit","3",0.0388388458780514,0.000362590097484338,0.160572122813358,0.00366271521567543
"13","SyntheticVSForam","subsets","BLM1_fit_NoErrors","1",0.0397467368882626,0.00188173583597916,0.14319512775166,0.0223018301383633
"14","SyntheticVSForam","subsets","BLM1_fit_NoErrors","2",0.0390712572493711,0.000466142496272438,0.159824269622309,0.00532350239670822
"15","SyntheticVSForam","subsets","BLM1_fit_NoErrors","3",0.0389314080033755,0.000365413343059299,0.159687741021532,0.0037104358250753
"16","SyntheticVSForam","subsets","BLM3","1",0.0401212432601493,0.00183569491105569,0.139234660624484,0.021784478067064
"17","SyntheticVSForam","subsets","BLM3","2",0.0388090673724016,0.000511697658631018,0.163438986926276,0.00585405259800018
"18","SyntheticVSForam","subsets","BLM3","3",0.0388408807414118,0.000364590835395748,0.160579503106028,0.00371297362337701
"19","SyntheticVSForam","subsets","Deming","1",0.0377767852847491,0.00119852154231453,0.163151826123334,0.0100761352211596
"20","SyntheticVSForam","subsets","Deming","2",0.038408150718591,0.00232055280862279,0.156538571278151,0.0286617769023652
"21","SyntheticVSForam","subsets","Deming","3",0.0399551569776563,0.000369929129749221,0.158668373771087,0.00623368229888839
"22","SyntheticVSForam","subsets","LM","1",0.0406999111713314,0.00298154682900494,0.131105428431594,0.0368177339052973
"23","SyntheticVSForam","subsets","LM","2",0.0384893921278203,0.000575375649908639,0.166165905841949,0.0066655359593505
"24","SyntheticVSForam","subsets","LM","3",0.0388022825788952,0.000118530329397133,0.160134174797201,0.000563289441804746
"25","SyntheticVSForam","subsets","Weighted","1",0.0401401340792709,0.00167013496178128,0.138713546620547,0.0195678349929174
"26","SyntheticVSForam","subsets","Weighted","2",0.0394747593021677,0.00112507508730769,0.156430142806661,0.012443712147563
"27","SyntheticVSForam","subsets","Weighted","3",0.0389296010865847,0.000282649404872066,0.160443894513612,0.00323623507069362
"28","SyntheticVSForam","subsets","York","1",0.0440396986564584,0.00294194196357957,0.0921801627219928,0.035105460767492
"29","SyntheticVSForam","subsets","York","2",0.0391859387435027,3.69908124724165e-05,0.161270092346479,0.000558538400162682
"30","SyntheticVSForam","subsets","York","3",0.038468128489177,0.000348190625062159,0.161832058170302,0.0022741549420892
