"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","SynCalForam","Full",-4628.04393775562,-1723.91554075237,-4630.1414555164
"2","SynCalForam","2",-1287.85764343648,-580.85160080977,-1287.84730188547
"3","SynCalForam","1",-3341.0173244997,-1155.75312385381,-3340.95255097172
