"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","SyntheticVSForam","Full",-5910.49152435508,-2240.71273243099,-5910.90971877531
"2","SyntheticVSForam","2",-2575.91378088771,-1113.69391612287,-2576.00516293221
"3","SyntheticVSForam","1",-3341.13973929659,-1155.74509493032,-3341.08742107326
