"","targetMaterialColumn","dataset","model","median","lwr","upr"
"1","Lake","Lake","BLM1_fit",-6308.4392812512,-6400.17503556053,-6216.70352694186
"2","Lake","Lake","BLM1_fit_NoErrors",-552.017102576301,-984.837584445098,-119.196620707505
"3","Lake","Lake","BLM3_fit",-6258.60789575638,-6326.90861295948,-6190.30717855328
"4","Lake","2","BLM1_fit",-6210.37944602359,-6252.11175640413,-6168.64713564305
"5","Lake","2","BLM1_fit_NoErrors",-474.313365396874,-637.933938818436,-310.692791975312
"6","Lake","1","BLM1_fit",-532.656595410029,-547.988749738984,-517.324441081075
"7","Lake","1","BLM1_fit_NoErrors",-315.174003773362,-335.384597210633,-294.963410336092
