"","targetMaterialColumn","dataset","model","median","lwr","upr"
"1","Forams","Forams","BLM1_fit",-6506.41818323568,-6592.56702461539,-6457.60680897615
"2","Forams","Forams","BLM1_fit_NoErrors",-2134.47795706842,-2851.94287150059,-739.136589027983
"3","Forams","Forams","BLM3_fit",-6527.44163899196,-6585.9376779262,-6344.01861081043
"4","Forams","2","BLM1_fit",-4983.61282758584,-5086.56234650303,-4899.2316518564
"5","Forams","2","BLM1_fit_NoErrors",-1503.06799909311,-2136.93611567483,-1110.32165878333
"6","Forams","1","BLM1_fit",-1781.50927487385,-1800.25106088365,-1760.95822862611
"7","Forams","1","BLM1_fit_NoErrors",-815.828951305638,-955.661968639954,-576.912772613532
