"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Lake","Full",-9637.04274902282,-4208.92229730369,-9637.74179243675
"2","Lake","2",-8955.49855188238,-3774.87983733161,-8955.69037060395
"3","Lake","1",-682.116927559318,-445.638260627069,-681.924144205804
