"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Forams","Full",-9821.95222838599,-4350.56632625103,-9820.54902415041
"2","Forams","2",-6338.83539733177,-3106.63143018422,-6338.68988429087
"3","Forams","1",-3487.47985126434,-1269.92105587007,-3487.53552274964
