"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Teeth","Full",-9636.68897848303,-4208.94284249591,-9635.57919067522
"2","Teeth","2",-9432.71534749062,-4066.03023421781,-9432.62554647619
"3","Teeth","1",-206.163971245166,-161.820380414157,-206.081869574367
