"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","CDESorICDES","Full",-9822.14474457794,-4350.57037219368,-9819.11707313596
"2","CDESorICDES","1",-3089.96108791148,-1349.29998557495,-3089.91507974686
"3","CDESorICDES","2",-6736.9912795783,-3072.85748176058,-6736.97331858313
