"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Forams","Full",-9636.64776932245,-4208.90934886636,-9636.47003004152
"2","Forams","2",-6300.29538960856,-3091.41528144168,-6300.27779591972
"3","Forams","1",-3341.11244806015,-1155.7485156413,-3340.92011867075
