"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Teeth","Full",-9636.60476814872,-4208.92906448073,-9635.94673468632
"2","Teeth","2",-9432.50990001804,-4066.03812179258,-9432.45718079869
"3","Teeth","1",-205.858975780135,-161.840966519328,-206.010095118509
