"","targetColumns","Model","Material","elpd_diff","se_diff"
"1","Mineralogy","BLM1_NE","Full",0,0
"2","Mineralogy","BLM3","Full",-81179.3790680504,719.922151059663
"3","Mineralogy","BLM1_E","Full",-1523690.98961524,14400.2900405359
"4","Mineralogy","BLM3","3",0,0
"5","Mineralogy","BLM1_NE","3",-3662.28892163918,25.325215415462
"6","Mineralogy","BLM1_E","3",-14742466.78663,135642.2450248
"7","Mineralogy","BLM3","4",0,0
"8","Mineralogy","BLM1_NE","4",-565.692572303801,44.9341657309063
"9","Mineralogy","BLM1_E","4",-120415.674938763,7522.19984806372
"10","Mineralogy","BLM3","1",0,0
"11","Mineralogy","BLM1_NE","1",-6376.92170728087,81.7773265808021
"12","Mineralogy","BLM1_E","1",-1051689.48215606,12983.1538123932
"13","Mineralogy","BLM3","2",0,0
"14","Mineralogy","BLM1_NE","2",-39680.7891939588,783.941759259407
"15","Mineralogy","BLM1_E","2",-1482362.37761485,29283.9316361265
"16","Mineralogy","BLM1_NE","5",0,0
"17","Mineralogy","BLM3","5",-1035.97669830617,78.2006003621516
"18","Mineralogy","BLM1_E","5",-143292.394222934,9912.75276018039
