"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","BenthicPlanktic","Full",-3475.98660809016,-1269.62073812004,-3477.0850894373
"2","BenthicPlanktic","2",-3100.08660579884,-1010.06141338626,-3100.02503337135
"3","BenthicPlanktic","1",-374.616527356732,-269.159027423756,-374.74450556229
