"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","MarineMetazoa","Full",-8266.23472606572,-4232.83976588036,-8263.58979205389
"2","MarineMetazoa","2",-7099.5301911631,-3666.79975401088,-7099.61411961217
"3","MarineMetazoa","1",-1161.83293832904,-602.531393896979,-1161.86250608905
