"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Mineralogy","Full",-9316.79178444927,-4071.67188744384,-9341.07075260742
"2","Mineralogy","4",-338.966840977369,-202.110055294301,-338.939306799647
"3","Mineralogy","1",-1177.21399790381,-734.058341623979,-1177.19363418574
"4","Mineralogy","3",-7384.58094493928,-3007.390269738,-7384.41970341463
"5","Mineralogy","5",-196.960906404146,-120.4098152748,-196.708362708219
"6","Mineralogy","2",-239.964141922911,-182.440883359658,-239.827769858162
