"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Forams","Full",-9636.59190262401,-4208.93413582223,-9636.53073146442
"2","Forams","2",-6300.01869161245,-3091.41442226328,-6300.22477479675
"3","Forams","1",-3341.0492594255,-1155.75587593416,-3341.08378538492
