"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Mineralogy","Full",-2276.02329192484,-981.953699276479,-2299.25230441455
"2","Mineralogy","2",-1903.29884121988,-889.149029979833,-1903.22484285422
"3","Mineralogy","1",-221.2207012934,-115.486168621652,-221.185253085269
"4","Mineralogy","3",-172.227734913751,-106.130150471838,-172.366349403044
